id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
4434596944477193,Iew1wiMIN,70769772,太乙亘0956,赌注20万！中国经济学家林毅夫跟美国著名学者打赌：20年内中国超过美国。#中美贸易战再次升级#L太乙亘0956的微博视频,,西安,,中美贸易战再次升级,20,30,129,2019-11-03 17:36,微博视频号,,"http://f.video.weibocdn.com/001UFtQolx07yiBYjZDa010412004Df20E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1763212627&ssig=vtzQZdWqzS&KID=unistore,video",,,普通用户,非会员,0
4428369930072399,IbU1X0iPJ,1892578610,巨浪5178,【上攻乏力——操作篇】虽然贸易谈判出现希望，但IPO提速了操作计划：当前股票持仓几乎空仓（600***停牌）。没有大波动，不准备操作#职业小散课堂##上证指数##创业板#今日看盘超话#科创板##中美贸易战再次升级#,,,,"职业小散课堂,上证指数,创业板,科创板,中美贸易战再次升级",0,0,0,2019-10-17 13:12,红米Redmi,,,,,普通用户,非会员,0
4426484510893010,Ib6YX3Kjo,6001085694,财股co,真的解决还是为了下一次更好的谈判。#中美贸易战再次升级#O网页链接,,,,中美贸易战再次升级,0,0,0,2019-10-12 08:20,微博视频号,,,,,普通用户,会员,6
4425399276893479,IaEKzsVj9,1880198161,79号院的宫保鸡丁sonic,作妖的NBA#nba#和苹果#苹果上架香港暴徒好帮手app#在中国人自信和团结被#国庆阅兵#提升到最高点的时候挑事…#中美贸易战再次升级#中美之间会把世界洗牌吧？就篮球来说…@微博CBA@姚明-姚之队中文官网欧洲篮球，你们的机会来了,,,"微博CBA,姚明-姚之队中文官网","nba,苹果上架香港暴徒好帮手 app,国庆阅兵,中美贸易战再次升级",0,0,0,2019-10-09 08:27,HUAWEI Mate 10 Pro,,,,,普通用户,非会员,0
4421424833836653,I8Zmbg65v,6163542114,北岛屿东城国际,#中美贸易战##中美贸易战再次升级#特朗普政权对华的贸易战，如今渗入到了中资企业在美国的投资领域。美强中弱，强者制定贸易规则，这不能不是我们的弱项，也不得不使我们认清楚的现实。即使中国在贸易战中损失大于美国，但第二世界和第三世界的国家就更有了政治和经济合作的密合度，因为这是各方的政治、外交和经济的诉求。毕竟美国不是只对华发动贸易战，对自己的盟友日本曾也痛下狠手，使得日本的经济发展一度被抑制。,,,,"中美贸易战,中美贸易战再次升级",0,0,2,2019-09-28 09:14,HUAWEI Mate 20 X,"https://wx1.sinaimg.cn/large/006J7ARAly1g7eypqkw6uj30u01jfq8y.jpg,https://wx4.sinaimg.cn/large/006J7ARAly1g7eypr5higj30u01hkjy5.jpg,https://wx3.sinaimg.cn/large/006J7ARAly1g7eyprlqffj30u01il0xu.jpg,https://wx3.sinaimg.cn/large/006J7ARAly1g7eypsj439j30u01jpagm.jpg",,,,普通用户,非会员,0
4418931953467054,I7WvpexWe,6323053670,CindyandPeter,#美联储降息##中美贸易战再次升级##华尔街见闻##WorldEconomicForum#美国自特朗普上台之后实行一系列贸易政策提高关税壁垒，目的是为了打击全球其他地区尤其中国为首的亚太地区全球市场竞争力，但没想搬起石头砸了自己的脚，贸易疲软，经济下行压力严重，贸易逆差持续扩大，美联储只能通过进一步降息来释放部分社会流动性，以达到维持引导美债不出现负利率的局面发生,,北京·金融街,,"美联储降息,中美贸易战再次升级,华尔街见闻,WorldEconomicForum",0,0,1,2019-09-21 12:09,iPhone 8,"https://wx4.sinaimg.cn/large/006TUT6Cly1g770fbmaxqj30t30v7gpo.jpg,https://wx1.sinaimg.cn/large/006TUT6Cly1g770fnp3vcj30u01hcwzb.jpg,https://wx1.sinaimg.cn/large/006TUT6Cly1g770fnd75jj30u01hce0q.jpg",,,,普通用户,非会员,0
4418626679444848,I7Oz1DD2g,7223983300,民安-马来西亚,中马热点|#贸易战#出现转机？或是关税成为常态？#马来西亚##中美贸易战新主张##中美贸易战再次升级##中国不怕贸易战##中美贸易战谁是赢家#,,,,"贸易战,马来西亚,中美贸易战新主张,中美贸易战再次升级,中国不怕贸易战,中美贸易战谁是赢家",1,0,0,2019-09-20 15:55,专业版微博,"https://wx3.sinaimg.cn/large/007ST63Ggy1g7611zxo0dj30hs2crkf4.jpg,https://wx1.sinaimg.cn/large/007ST63Ggy1g7612p7xp2j30hs1z3k9h.jpg,https://wx3.sinaimg.cn/large/007ST63Ggy1g7612v54osj30hs1oonea.jpg,https://wx2.sinaimg.cn/large/007ST63Ggy1g761319vypj30hs0gxtbd.jpg,https://wx3.sinaimg.cn/large/007ST63Ggy1g7614tvvr5j31hc0u0gyy.jpg",,,,蓝V,非会员,0
4418357451128222,I7HyN4Jv8,1892578610,巨浪5178,【即将进入9月底——操作篇】即将进入9月底，逆回购利率开始走高，大盘围绕3000点反复震荡，且成交量开始减少。盘中有多次集中抛盘，但盘面活跃度还可以。临近国庆，中美贸易谈判又将开启，事情真不少啊！操作计划：当前股票持仓极低（6*****风险股、603***新能源汽车）。通常这个时段按惯例我会趋向谨慎，所以将继续提高风险防范级别#职业小散课堂##上证指数##创业板#今日看盘超话#科创板##中美贸易战再次升级#,,,,"职业小散课堂,上证指数,创业板,科创板,中美贸易战再次升级",0,0,3,2019-09-19 22:06,红米Redmi,https://wx4.sinaimg.cn/large/70ce7532ly1g756eywgc4j20be07lq34.jpg,,,,普通用户,非会员,0
4414951240078925,I6gWU0kwZ,1892578610,巨浪5178,【市场进入短线调整——操作篇】大盘进入大箱体上沿，出现震荡。盘面活跃度还可以，临近国庆，黑天鹅的概率会低些操作计划：当前股票持仓几乎空仓（6*****风险股）。近期受家事影响，没有扩大仓位，准备在调整时低吸短线潜力股，适当扩大些仓位#职业小散课堂##上证指数##创业板#今日看盘超话,,,,"职业小散课堂,上证指数,创业板",0,0,1,2019-09-10 12:31,红米Redmi,,,,,普通用户,非会员,0
4412464341051086,I5efM4pr0,1892578610,巨浪5178,【近期活跃度有所提高？——操作篇】市场近期表现出振荡小幅上行趋势，成交量较小，但盘面活跃度有所提高。中美贸易战能否缓解，还有待于观察操作计划：当前股票持仓几乎空仓（6*****风险股）。市场背景依然复杂，但有一定活跃度，准备试探性操作#职业小散课堂##上证指数##创业板#今日看盘超话#科创板##中美贸易战再次升级#,,,,"职业小散课堂,上证指数,创业板,科创板,中美贸易战再次升级",1,1,1,2019-09-03 15:49,红米Redmi,,,,,普通用户,非会员,0
