id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
4455184681888617,In9By7Vjz,2743570587,佳学基因解码基因检测,多囊肾（ADPKD）是一种遗传性的肾脏病，一般发病都在中年以后。近些年来随着基因组学的进步以及基因解码的普及，大部分多囊肾患者均可以在早期得以确诊。由于多囊肾的治疗难度比较大，很容易出现反复的特点，可能让患者尤其担心。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",1,0,0,2019-12-30 13:04,专业版微博,,,,,蓝V,会员,8
4453928970050704,ImCWd0dbO,2199170777,24号会回来,#反击贸易战#chenuo1dong1【鬼湖拉昂错：宇宙尽头正邪永生】拉昂错，人称鬼湖，藏语意为“有毒的黑湖”。猜测1227。说鬼湖是无风三尺浪。在拉昂错湖畔，人常有一股奇怪的感觉在胸中升起：偌大的湖区见不到一人一畜，空旷得象是站在了宇宙边缘。由于湖水不能饮用，且湖岸周围植物绝少，故被称为“鬼湖”...全文,,,,反击贸易战,0,0,0,2019-12-27 01:54,Android客户端,,,,,普通用户,非会员,0
4453735470402707,ImxU71GLh,2743570587,佳学基因解码基因检测,亨廷顿氏舞蹈症（Huntington’sdisease，HD）是一种基因病，为常染色体显性遗传，又称慢性进行性舞蹈病、大舞蹈病。患者一般在40岁左右发病，也有提早至20岁或晚至60岁发病。目前，可以通过佳学基因致病基因鉴定进行确诊，也为后代的优生优育提供了遗传咨询依据。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",0,0,0,2019-12-26 13:05,专业版微博,,,,,蓝V,会员,8
4453692016851229,ImwM1sKjH,70769772,太乙亘0956,特朗普：贸易协议已达成会尽快签署#中国一点都不会少##守卫国土关注香港！##海峡新干线##香港##台湾##反击贸易战#L太乙亘0956的微博视频,,西安,,"中国一点都不会少,守卫国土关注香港！,海峡新干线,香港,台湾,反击贸易战",2,1,3,2019-12-26 10:13,微博视频号,,"http://f.video.weibocdn.com/001KT3Hilx07zEEKZaHu01041200gkeQ0E010.mp4?label=mp4_hd&template=576x1024.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BVp4ysnknHVZu&Expires=1763220948&ssig=a0ggvJcF84&KID=unistore,video",,,普通用户,非会员,0
4453016910429323,Imfd91NGz,2743570587,佳学基因解码基因检测,唇腭裂（Orofacialcleft）俗称“兔唇”，是口腔颌面部更常见的先天性畸形，常与腭裂伴发。在没有基因解码的干预下，我国新生儿唇、腭裂的发生率约为1/1000，这种先天性畸形主要是在怀孕第4周到第10周期间，由于某些基因的序列发生变化而引起的胎儿面部发育障碍所致，可通过致病基因鉴定检测分析，为后代的优生优育提供遗传咨询依据。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",0,0,0,2019-12-24 13:30,专业版微博,,,,,蓝V,会员,8
4451613056093513,IlEGRpzct,2743570587,佳学基因解码基因检测,神经纤维瘤（NF）是一种由基因引起的神经系统肿瘤。根据基因的序列变化不同，患者的肿瘤的恶性程度不同。另外，除表现为神经纤维瘤以外，患者还在皮肤、骨胳、心血管系统方面出现异常。因此，通过基于肿瘤名称或外在表现的基因检测，常常会失去很多关键信息。基于更广范围、更深度的基因解码信息分析会得到更为准确的致病原因分析。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",0,0,0,2019-12-20 16:32,专业版微博,,,,,蓝V,会员,8
4451149199496798,IlsCHDQya,5971909129,幸运草449086779,#外汇##财经新闻##微博##最美表演##黄金##货币##反击贸易战#世界上最可贵的两个词，一个叫“认真”，一个叫“坚持”，认真的人改变自己，坚持的人改变命运。早安,,,,"外汇,财经新闻,微博,最美表演,黄金,货币,反击贸易战",0,11,12,2019-12-19 09:48,微博 HTML5 版,https://wx2.sinaimg.cn/large/006w9wmZly1ga1sja2k7wj30k0168n1b.jpg,,,,普通用户,非会员,0
4450928406732268,IlmSAsfmY,2743570587,佳学基因解码基因检测,苯丙酮尿症（Phenylketonuria，PKU），又称苯丙氨酸血症，是一种儿科常见的遗传性基因病，如果苯丙酮尿症没有得到及时的治疗，体内的苯丙氨酸不断的累积会导致智力残疾以及其它严重的健康问题。但是通过基因解码在危害累及之前采取措施，可以避免患者瘫痪，残疾。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",0,0,0,2019-12-18 19:11,专业版微博,,,,,蓝V,会员,8
4450183347604143,Il3uSvUbt,2743570587,佳学基因解码基因检测,特发性震颤是英文疾病名称Essentialtremor的中文翻译。在佳学基因的《人的基因序列变化与人体疾病表征》数据库里，这是更常见的运动障碍性疾病，主要为手、头部及身体其他部位的姿位性和运动性震颤。特发性震颤具有相互矛盾的临床本质，一方面这是一种轻微的单症状疾病，另一方面，又是常见的进展性疾病，有显著的临床变异。本病的震颤，在注意力集中、精神紧张、疲劳、饥饿时加重，多数病例在饮酒后暂时消失，次日加重，这也是特发性震颤的临床特征。特发性震颤病因并不清楚，易与其他疾病产生的震颤混淆。O网页链接佳学基因帮助找到致病基因，防止后代遗传！#北京·佳学基因解码基因检测基因矫正[地点]##戴佩妮表情包##bazaarv情书##高校捞两千多斤鱼##范丞丞蔡徐坤##身份证新规##反击贸易战##南方有乔木#,,,,"戴佩妮表情包,bazaarv情书,高校捞两千多斤鱼,范丞丞 蔡徐坤,身份证新规,反击贸易战,南方有乔木",0,0,0,2019-12-16 17:50,专业版微博,,,,,蓝V,会员,8
4449115771268581,IkBIZ5k0Z,1311833743,墨卿,联合国：我太难了。#美国##反击贸易战#,,,,"美国,反击贸易战",0,0,2,2019-12-13 19:08,HUAWEI P30,https://wx1.sinaimg.cn/large/4e30fe8fly1g9vazj0phaj20on09t75n.jpg,,,,普通用户,非会员,0
4449080719620584,IkAOrEmKI,2018745595,卓成军Token,一顿操作猛如虎，涨跌全靠特朗普！#反击贸易战##股票#,,,,"反击贸易战,股票",0,0,1,2019-12-13 16:49,搜狗高速浏览器,"https://wx4.sinaimg.cn/large/78539cfbgy1g9v6ybuof4j20xc0m9mz6.jpg,https://wx4.sinaimg.cn/large/78539cfbgy1g9v6ybsikrj20sf0iyjt0.jpg",,,,普通用户,非会员,0
4449002411536231,IkyM96rDV,5914254678,博微2009,中美贸易第一阶段协议接近达成，主要要点：1）美方取消12月15日对约1560亿美元中国货品加征新一轮关税，对现时约3600亿美元的中国商品关税大减一半；2）中国购买大量美国农产品和其他产品的确切承诺，并且更好地保护美国知识产权，以及允许扩大中国金融服务业的市场准入；3）如果中国不履行潜在协议中的部分承诺，美国将会把关税恢复至原始水平，这条件被称为贸易谈判中的「回弹条款」#财经##反击贸易战#,,,,"财经,反击贸易战",1,5,2,2019-12-13 11:38,荣耀7 世界有点不同,,,,,普通用户,非会员,0
