id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
5227495741983958,QbxhY8k7k,2102513144,马就来先生,根据美国总统特朗普10月30日的表态，在以上调整生效后，中国对美出口商品的总体关税税率将从57%降至47%。但需要注意的是，某些特定产品的关税可能仍然高达100%。#中美关系##中美贸易战新主张##中美双方停止相互加征新的关税##中美贸易战#,,武汉·湖北警官学院北校区,,"中美关系,中美贸易战新主张,中美双方停止相互加征新的关税,中美贸易战",0,0,0,2025-10-30 17:12,荣耀Magic3 5G,https://wx2.sinaimg.cn/large/7d51cdf8gy1i6uimt5v27j20qo0mzq7q.jpg,,,,普通用户,非会员,0
5227041336328580,Qblt3qylS,2684693753,富通天下,发布了头条文章：《关税绑架下的产业转移，一场双输困局》#外贸出口##产业转移真相##中美贸易战新主张##富通天下##外贸客户开发#O关税绑架下的产业转移，一场双输困局,http://t.cn/AXAZAO8B,,,"外贸出口,产业转移真相,中美贸易战新主张,富通天下,外贸客户开发",0,0,0,2025-10-29 11:07,微博 weibo.com,,,,,普通用户,非会员,0
5225591968369784,QaJLmz7mw,2504779150,杨佳一77,中美今日开始的贸易谈判是否有好的预期结果，在于美方心态，必须认可中国现在的实力，必须有合作共赢的胸怀，必须懂得尊重对手，预祝第五轮有新的开始中国超话#今日中国再不是1931年的中国##中国粉碎美方网攻图谋##实力##尊重#美国超话#中美贸易战新主张#,,,,"今日中国再不是1931年的中国,中国粉碎美方网攻图谋,实力,尊重,中美贸易战新主张",0,0,0,2025-10-25 11:07,中国超话,,,,,普通用户,非会员,0
5223866118701249,Qa0RJAvAJ,7458375174,力控元海,发布了头条文章：《从贸易战谈：为什么中国在很多领域都“咬定”自主研发不放松？》#中美贸易战新主张##国产工业软件#O从贸易战谈：为什么中国在很多领域都“咬定”自主研发不放松？,http://t.cn/AXwI2Sbw,,,"中美贸易战新主张,国产工业软件",0,0,0,2025-10-20 16:49,微博 weibo.com,,,,,普通用户,非会员,0
5223072593350794,Q9GdRe3H4,7969651281,猴哥再探8,美国财长贝森特哭诉着向全世界告状，没想到反被各国网友群嘲。这两天贝森特回答记者问题要哭了的视频还在外网疯传，咱们的李成刚是应邀参加的。现在是各国网友不担没有支持美国的，还相反群嘲贝森特说李先生太棒了，他们自己国家也应该有这种谈判代表，让美国人尝尝自己种下的恶果。还有人说，美国在谈判桌上赢不了，就到媒体上抱怨，你在媒体上痛哭都没用，全世界谁不知道关税战是你美国挑起的。贝森特还抱怨说我们与世界为敌，世界网友绝大部分都没有断网，谁成立不到250年到处打仗？到处欺负小国，抢石油掠夺资源，这些事情谁不知道。其实前两天咱们李副部长还只是略微出手，在谈判中给了2点反击。一、当时贝森特声称要加征港口费，劝中方不要反应过激。李副部长表示，如果美国加征港口费，会造成全球体系混乱，别怪我们没有提前警告你。然后贝森特就不相信，还说李副部长脾气很大，非常无礼，不要吓唬他。结果这几天我们多项措施落地，贝森特才发现我们早有各种准备，一声令下，让他们原地破防，痛哭无泪。二，李副部长还当场给他们一个强硬反击，在谈判过程中，当着他们的面打电话通知国内启动对英伟达的反垄断调查，还让翻译当众翻译给美国人听。贝森特当场就懵了，这可能是他活那么大从来没见过如此强硬的人。所以贝森特之后在媒体上反复用无礼，战狼外交官来形容。说实话咱们对稀土和钻石等超硬材料的出口管制，只是随便拿几个出来警告老美，对付美国我们都无需举全国之力，就河南一个县的人造钻石，就能把老美的内伤给打出来。现在也让美国感受一下卡脖子的感觉，不，是直接捏他们心脏支架上，至少得疼得他们噢噢叫。#中美经贸博弈##中长视频流量扶持计划##热点观点#L猴哥再探8的微博视频,,,,"中美经贸博弈,中长视频流量扶持计划,热点观点",68,45,961,2025-10-18 12:16,微博视频号,,"http://f.video.weibocdn.com/u0/zalEiR7Vgx08sh06fpby01041200HUiT0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763142337&ssig=4A2XXt3TPH&KID=unistore,video",,,红V,超级会员,2
5222382320750390,Q9ogw39d4,2164761761,阿文憨憨,#北约是乌克兰危机的根源##北约至今还欠中国一笔血债##俄乌冲突##中美贸易战新主张#慢慢感觉到世界大战始终无法避免了。欧洲国家经济困难，快要支撑不住就要抢劫强盗了，美国也陷入困境混乱，急需解决问题的一个突破口。那就是战争！战争是欧美盎格鲁撒克逊人最擅长转移国内矛盾问题的方式方法！它们不会坐等和平国家崛起，哪里有和平它们就煽动暴乱破坏国家和平，它们再乘机搜刮一切利益机会。俄乌冲突会越拖越久，而且欧盟介入乌克兰境内活动会越来越高，美国北约会全面介入战争，把俄罗斯逼入绝境，迫使俄罗斯对欧洲国家全面开战！欧盟北约国家借口全面进攻俄罗斯境内，日本韩国菲律宾（越南）再不断加码骚扰中国领土碰瓷，加上俄罗斯劣势变大再迫使中国加入战争，新的世界版图就出现了。虽然不对欧美盎格鲁撒克逊人国家抱有幻想，还是希望世界和平，上面的情况都不会发生。🙏,,,,"北约是乌克兰危机的根源,北约至今还欠中国一笔血债,俄乌冲突,中美贸易战新主张",0,0,0,2025-10-16 14:33,iPhone客户端,,,,,普通用户,非会员,0
5221594374604469,Q93LDjjPD,5512252839,本喵只吃鱼,高盛的这张图（图1）可视化了中美家庭部门的财产构成。#美国#的家庭财产占比：股票/基金投资占比近三分之一，超过了房产，其他经济体的家庭财产中房子都是第一位的财产。除此之外，美国家庭的保险和养老金所占比例也很高。#中国#家庭财产占比：房产占55%（中国的城市化只有60%，40%的农民大部分没有商品房，农村宅基地的房子不能交易不能算资产），储蓄所占的比例非常高，仅低于日本。中国家庭的保险和养老金占比过低，其它经济体均超过10%。我在浙江地区做外贸，这里95%是民营企业，很多大企业一半是出口美国的。至少对浙江制造业来说，美国是很难放弃的市场。#国际贸易##反击贸易战##制造业强国#制造业强国超话#制造业##中美贸易战新主张#,,,,"美国,中国,国际贸易,反击贸易战,制造业强国,制造业,中美贸易战新主张",0,0,1,2025-10-14 10:22,制造业强国超话,"https://wx4.sinaimg.cn/large/00612QLRgy1i6boune28oj30fr0a6dix.jpg,https://wx3.sinaimg.cn/large/00612QLRgy1i6boumufy2j31mu3ji7wh.jpg,https://wx2.sinaimg.cn/large/00612QLRgy1i6bouo9tqbj31mu3jib29.jpg",,,,普通用户,非会员,0
5221572977885828,Q93d7x5sM,5512252839,本喵只吃鱼,根据2024年联合国数据，#美国#个人消费支出（PCE）约占美国总GDP的67%～70%，美国GDP约28万亿美元，其中居民消费约19万亿美元，相当于全世界消费总量的四分之一。三亿美国人的消费规模是中国的两倍、欧盟的1.5倍，日本的五倍以上。#中国#放弃美国市场，和美国往本土召回制造业一样，都不现实，也不理智。#制造业强国#制造业强国超话#制造业#美国的消费能力惊人，不仅因为规模大、美元世界货币超强的购买力，还有以下一些主要因素；1.财富结构稳固，家庭净资产总额超过150万亿美元（美联储2025年初数据）2.信贷体系发达，信用体系完善，美国家庭的信贷消费普及率超过80%。信用卡、分期付款、汽车贷款、房贷几乎贯穿日常生活。3.消费文化深入人心，美国消费者重视“体验”与便利，在服务、娱乐、旅游、订阅制产品上的消费远高于世界平均水平。4.美国创新产品层出不穷，美国消费者的偏好直接影响全球供应链和品牌走向，美国消费趋势如绿色能源、健康饮食、线上订阅常常成为世界潮流的风向标。美国超市里很多产品是中国制造，一个是全球消费的超级霸主，一个是全球名副其实的世界工厂。两国现在拍桌子声称不再贸易，如果真这样做，对全球经济的冲击将是灾难性的。贸易战没有输赢，只有哪个政府能更多的为本国老百姓的利益考虑。吵归吵，闹归闹，最终还是要根据实际利益，彼此让一步，协商解决。贸易博弈的最终解决方式，从来不是斗嘴，而是在各自利益最大化的基础上的斗智斗勇。图1:50%出口美国的一家浙江企业；图2、3:中美消费比较图4:美国Costvo超市里的“MadeinChina”#国际贸易##中美贸易战新主张##反击贸易战#,,,,"美国,中国,制造业强国,制造业,国际贸易,中美贸易战新主张,反击贸易战",1,0,1,2025-10-14 08:57,制造业强国超话,,"http://f.video.weibocdn.com/o0/UveGjSJXlx08sanPpukw01041200h6T70E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763142337&ssig=71o6eEdQR4&KID=unistore,video",,,普通用户,非会员,0
5221423438367033,Q8ZjVz6E9,6431116455,MACD跨周期循环理论,期货超话铜银金本月择机换仓远期生猪#中美贸易战新主张#好吃的不撂下筷子不是好习惯，谁也不要老惦记最后一口。,,,,中美贸易战新主张,0,2,5,2025-10-13 23:03,期货超话,https://wx4.sinaimg.cn/large/0071ejaLly1i6b56g5n4mj30os11bgr1.jpg,,,,黄V,会员,4
5220738803696726,Q8HvGfvGC,5482979290,抱剑行天下,要积极发行国债，回收破坏性的流动性，并通过给老百姓发钱的方式增加内需、改善民生（不是印钞）。这不仅可以扩大内需，减少对外贸的依赖，还可以改善民生，增加老百姓幸福指数。#反击贸易战##关税战##中美贸易战新主张#,,,,"反击贸易战,关税战,中美贸易战新主张",0,0,0,2025-10-12 01:43,,,,,,普通用户,会员,5
5220644042312211,Q8F2Q9HvJ,1657181567,周金年,#中美贸易战新主张#感觉双方剑拔弩张各自加码，其实，应该都是增加谈判筹码。美方重压之下，感觉湾弯和平回归有了很大可能。,,,,中美贸易战新主张,0,0,0,2025-10-11 19:26,HUAWEI Mate 40 Pro,,,,,普通用户,会员,3
5220574554229320,Q8DeLhKeQ,6431116455,MACD跨周期循环理论,新浪财经超话﻿在投资的世界里，往往是在你跌至无人问津的低谷时，机遇悄然萌芽；而当你身处人声鼎沸的巅峰时刻，则或许意味着风险的临近。#中美贸易战新主张#现如今，中美贸易战似乎进入了互不相让的“互扣眼珠子”模式。这种局势在4月就曾出现过，而到了10月又再度上演。这背后，资本市场仿佛被那位“老特”玩弄于股掌之间，他却借此赚得盆满钵满。然而，中期选举或许将成为他的一大难关，甚至可能还没等到选举就被弹劾了呢。回想一下特马分手被刺事件，虽然已经很久没有他们的相关消息，后来还表面和解，但那份破裂的关系终究还是留下了裂痕。那么，10月升级的贸易战到底何时才是个尽头？它还能像4月份那样发展吗？贸易战的走向无非有两种可能，要么滑向热战，要么达成一种平衡状态。热战虽然存在一定的可能性，但并不大，毕竟双方都是拥有核武器的国家。至于达到平衡点，那更是困难重重，因为双方都在博弈中不肯退让，而且不少国家都倾向于人民币结算，这无疑对美刀的霸主地位产生了冲击，所以短期之内很难达成一致意见。展望下周，国产替代概念或许又将迎来一波机会，像国产软件或者新凯莱发布会等相关的概念。关于#金价#，它依旧可能受到外界因素的影响而保持强势。黄金超话金价最终的转折点必然与某个重大事件紧密相连，这个事件不是俄乌冲突，也非巴以问题（此处不便详细展开），就像911事件与拉登的关系一样，你知道它为何兴起，就能明白它为何消落。闲暇之余，常常感慨人生。可又有多少人为了生活疲于奔命，在这忙碌之中，记得要对自己好一点啊。时光匆匆，酸甜苦辣都是人生的过程，回头看看过往的一切，仿佛都是一场空。但是，每一个经历过的瞬间都是生命宝贵的印记，无论处于何种境地，都要懂得珍惜当下，给自己温暖和力量。在这个充满未知的金融市场、动荡的国际关系乃至纷繁复杂的人生路上，愿我们都能找到属于自己的方向，在黑暗中坚守希望，于困境里保持乐观。,,,,"中美贸易战新主张,金价",0,0,5,2025-10-11 14:50,新浪财经超话,https://wx4.sinaimg.cn/large/0071ejaLly1i68ftgr2mzj31ms17nkjl.jpg,,,,黄V,会员,4
